cluster_id,violation_count,avg_lat,avg_lon,total_impact,avg_impact,top_police_station,top_junction,date_span_days,unique_days,dominant_violation,recurrence_rate,hotspot_impact_score,rank,road_class,road_name,road_dist_m,lanes,speed_limit,road_class_weight,hotspot_impact_score_v2,rank_v2
5178,408,12.964861889142158,77.53892849595589,600.5200000000001,1.4718627450980395,Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",150,68,WRONG PARKING,0.4533333333333333,469.1120000000001,86,trunk,Mysore Road,235.2,,,2.5,1172.7800000000002,48
9159,374,12.998443519786097,77.55291450481283,604.7600000000001,1.6170053475935833,Malleshwaram,BTP008 - Navarang Theatre,150,67,WRONG PARKING,0.4466666666666666,463.056,90,trunk,ORR West,109.3,,,2.5,1157.6399999999999,49
6839,391,12.977894423017904,77.5740123140665,759.6800000000001,1.942915601023018,Upparpet,BTP045 - Danvanthri Road Junction,144,90,WRONG PARKING,0.625,562.933,51,primary,Vijayanagar Main Road,581.5,,,2.0,1125.866,50
12140,744,13.0713366077957,77.5882705155914,596.0500000000001,0.8011424731182797,Kodigehalli,No Junction,150,78,WRONG PARKING,0.52,551.4300000000001,55,primary,Airport Road N,752.7,,,2.0,1102.8600000000001,51
6718,379,12.97681979788918,77.57756469709761,736.6800000000001,1.9437467018469656,Upparpet,BTP040 - Elite Junction,149,101,WRONG PARKING,0.6778523489932886,546.9257852348994,56,primary,Vijayanagar Main Road,300.0,,,2.0,1093.8515704697988,52
5203,661,12.965001299848712,77.58406668577912,911.44,1.378880484114977,Halasuru Gate,"BTP080 - NR Road, SP Road Junction",149,86,NO PARKING,0.5771812080536913,720.7717181208054,31,secondary,MC Modi Road,152.3,,,1.5,1081.1575771812081,53
8956,402,12.996379239626863,77.66890346599502,709.275,1.764365671641791,Mahadevapura,No Junction,148,82,WRONG PARKING,0.5540540540540541,534.3758108108109,57,primary,Old Madras Road,419.0,,,2.0,1068.7516216216218,54
6580,445,12.975823009662925,77.57623927483147,683.6800000000001,1.536359550561798,Upparpet,BTP040 - Elite Junction,150,89,WRONG PARKING,0.5933333333333334,530.3580000000001,59,primary,Vijayanagar Main Road,267.0,,,2.0,1060.7160000000001,55
10206,425,13.011872168941176,77.552127336,503.1,1.183764705882353,Malleshwaram,No Junction,150,103,WRONG PARKING,0.6866666666666666,418.41,102,trunk,Tumkur Road,116.8,,,2.5,1046.025,56
7450,516,12.98174181124031,77.61032850600776,923.44,1.7896124031007754,Shivajinagar,BTP051 - Safina Plaza Junction,150,111,WRONG PARKING,0.74,694.164,34,secondary,Nrupathunga Road,577.1,,,1.5,1041.246,57
7372,497,12.98137038470825,77.60888033883299,930.04,1.871307847082495,Shivajinagar,BTP051 - Safina Plaza Junction,149,106,WRONG PARKING,0.7114093959731543,692.9451409395973,36,secondary,Nrupathunga Road,425.5,,,1.5,1039.417711409396,58
6232,345,12.97375283478261,77.57831994782609,700.32,2.029913043478261,Upparpet,BTP044 - Sagar Theatre Junction,146,92,WRONG PARKING,0.6301369863013698,515.8940547945206,64,primary,Vijayanagar Main Road,40.2,,,2.0,1031.7881095890411,59
10237,457,13.012476434354486,77.55442934573304,477.625,1.0451312910284465,Malleshwaram,No Junction,149,118,WRONG PARKING,0.7919463087248322,412.7041946308725,105,trunk,Tumkur Road,365.6,,,2.5,1031.7604865771814,60
6720,386,12.976783400777204,77.5786476031088,682.0000000000001,1.7668393782383425,Upparpet,BTP044 - Sagar Theatre Junction,149,88,NO PARKING,0.5906040268456376,514.5590604026846,66,primary,Vijayanagar Main Road,242.9,,,2.0,1029.1181208053692,61
6845,304,12.97794934901316,77.5774025430921,712.8000000000001,2.3447368421052635,Upparpet,BTP058 - Subbanna Junction,145,91,WRONG PARKING,0.6275862068965518,513.0937931034483,67,primary,Vijayanagar Main Road,419.5,,,2.0,1026.1875862068966,62
6787,334,12.97743224011976,77.58022539790419,697.6800000000001,2.088862275449102,Upparpet,BTP044 - Sagar Theatre Junction,148,97,WRONG PARKING,0.6554054054054054,511.9390810810811,68,primary,Vijayanagar Main Road,271.1,,,2.0,1023.8781621621622,63
9034,298,12.997471881208051,77.54808305134227,541.9200000000001,1.8185234899328864,Vijayanagara,BTP205 - Modi Hospital Junction,142,83,WRONG PARKING,0.5845070422535211,408.41960563380286,108,trunk,ORR West,124.0,,,2.5,1021.0490140845071,64
7447,535,12.981596978504673,77.60835962149532,880.6800000000001,1.6461308411214954,Shivajinagar,BTP051 - Safina Plaza Junction,150,112,WRONG PARKING,0.7466666666666667,673.3580000000001,38,secondary,Nrupathunga Road,366.1,,,1.5,1010.037,65
5066,457,12.964110062560176,77.57650952382933,914.52,2.0011378555798687,V.V.Puram (C.Pet),BTP082 - KR Market Junction,149,88,WRONG PARKING,0.5906040268456376,671.8210604026846,39,secondary,MC Modi Road,539.2,,,1.5,1007.7315906040269,66
5973,716,12.97169068603352,77.65808247653632,522.0,0.729050279329609,Jeevanbheemanagar,No Junction,145,86,NO PARKING,0.593103448275862,501.0965517241379,70,primary,Indiranagar 100ft Road,744.7,,,2.0,1002.1931034482758,67
6992,314,12.979057406050956,77.57504724363058,681.2,2.169426751592357,Upparpet,BTP057 - Anand Rao Junction,148,91,WRONG PARKING,0.6148648648648649,496.442972972973,72,primary,Vijayanagar Main Road,645.3,,,2.0,992.885945945946,68
6286,489,12.974264512269938,77.54480609488753,599.1600000000001,1.225276073619632,Vijayanagara,BTP020 - Hosahalli Metro Station,144,62,NO PARKING,0.4305555555555556,488.20433333333335,76,primary,Magadi Road,310.0,,,2.0,976.4086666666667,69
8467,486,12.991495566460904,77.58850019115226,593.2800000000001,1.220740740740741,High ground,BTP032 - Windsor Circle,134,51,WRONG PARKING,0.3805970149253731,483.1769552238806,77,primary,Raj Bhavan Road,162.2,,,2.0,966.3539104477612,70
6233,338,12.973726537278107,77.57885194408284,648.7600000000001,1.919408284023669,Upparpet,BTP044 - Sagar Theatre Junction,148,75,WRONG PARKING,0.5067567567567568,481.3573513513514,78,primary,Vijayanagar Main Road,69.1,,,2.0,962.7147027027028,71
6659,457,12.97629473501094,77.57843513129103,594.32,1.3004814004376368,Upparpet,BTP044 - Sagar Theatre Junction,149,64,NO PARKING,0.4295302013422818,477.2849530201343,80,primary,Vijayanagar Main Road,205.1,,,2.0,954.5699060402686,72
5548,385,12.96828653012987,77.57482336077922,612.8000000000001,1.5916883116883118,Chamarajpet,"BTP083 - AS Char Street, Mysore Road",148,89,NO PARKING,0.6013513513513513,472.9502702702703,83,primary,Vijayanagar Main Road,407.4,,,2.0,945.9005405405406,73
6922,290,12.978605099655171,77.57945260758622,647.8800000000001,2.234068965517242,Upparpet,BTP058 - Subbanna Junction,147,72,NO PARKING,0.4897959183673469,468.5749387755103,87,primary,Vijayanagar Main Road,404.5,,,2.0,937.1498775510206,74
9855,383,13.007144724281984,77.57116605065274,448.85,1.1719321148825066,Malleshwaram,No Junction,149,87,WRONG PARKING,0.5838926174496645,373.818389261745,119,trunk,ORR West,548.0,,,2.5,934.5459731543624,75
6715,399,12.977028459147869,77.57601054561404,596.08,1.493934837092732,Upparpet,BTP040 - Elite Junction,148,92,WRONG PARKING,0.6216216216216216,466.7223243243244,88,primary,Vijayanagar Main Road,397.3,,,2.0,933.4446486486488,76
7519,592,12.982164752533784,77.60647030472973,780.4000000000001,1.3182432432432434,Shivajinagar,BTP051 - Safina Plaza Junction,142,47,WRONG PARKING,0.3309859154929577,621.2047887323944,43,secondary,Nrupathunga Road,160.1,,,1.5,931.8071830985916,77
3780,338,12.949963628017752,77.69970770360946,624.75,1.8483727810650887,HAL Old Airport,No Junction,130,55,WRONG PARKING,0.4230769230769231,465.6961538461538,89,primary,Marathahalli Bridge,363.0,,,2.0,931.3923076923076,78
10210,431,13.011931120417632,77.5544350726218,410.225,0.951798143851508,Malleshwaram,No Junction,149,94,WRONG PARKING,0.6308724832214765,363.3480872483221,124,trunk,Tumkur Road,335.6,,,2.5,908.3702181208052,79
6786,305,12.97751677704918,77.57944997868852,616.1200000000001,2.020065573770492,Upparpet,BTP044 - Sagar Theatre Junction,148,68,NO PARKING,0.4594594594594595,452.813891891892,94,primary,Vijayanagar Main Road,285.6,,,2.0,905.627783783784,80
9737,438,13.005547808675798,77.56885622511415,402.475,0.918892694063927,Malleshwaram,No Junction,129,33,NO PARKING,0.2558139534883721,354.8222093023256,133,trunk,ORR West,536.1,,,2.5,887.0555232558139,81
8605,192,12.9930486671875,77.55273271354166,500.88000000000005,2.60875,Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",149,46,WRONG PARKING,0.3087248322147651,353.1588724832215,134,trunk,ORR West,571.8,,,2.5,882.8971812080538,82
6915,272,12.978679860661764,77.57510072389705,605.5200000000001,2.226176470588236,Upparpet,BTP057 - Anand Rao Junction,149,89,WRONG PARKING,0.5973154362416108,440.2717315436242,96,primary,Vijayanagar Main Road,605.3,,,2.0,880.5434630872484,83
7080,296,12.97951402837838,77.57499015101352,595.6,2.0121621621621624,Upparpet,BTP057 - Anand Rao Junction,149,80,WRONG PARKING,0.5369127516778524,439.4136912751678,97,primary,Vijayanagar Main Road,693.2,,,2.0,878.8273825503356,84
6999,266,12.979070654887218,77.57889287857142,605.2800000000001,2.2754887218045114,Upparpet,BTP058 - Subbanna Junction,149,75,NO PARKING,0.5033557046979866,437.2183355704699,98,primary,Vijayanagar Main Road,467.4,,,2.0,874.4366711409398,85
9782,351,13.006004703133902,77.57120570940171,416.25,1.185897435897436,Malleshwaram,No Junction,146,60,WRONG PARKING,0.410958904109589,343.66438356164383,141,trunk,ORR West,650.9,,,2.5,859.1609589041095,86
9978,545,13.008176867155964,77.69578182954127,703.5749999999999,1.2909633027522935,K.R. Pura,No Junction,149,107,WRONG PARKING,0.7181208053691275,569.1668120805369,49,secondary,KR Puram Bridge Road,185.5,,,1.5,853.7502181208054,87
6849,291,12.977960843642611,77.57948113024055,579.12,1.9901030927835053,Upparpet,BTP058 - Subbanna Junction,147,63,NO PARKING,0.4285714285714285,426.6505714285714,99,primary,Vijayanagar Main Road,333.4,,,2.0,853.3011428571428,88
6367,402,12.97456809800995,77.54527492810945,529.7600000000001,1.3178109452736322,Vijayanagara,BTP020 - Hosahalli Metro Station,145,54,WRONG PARKING,0.3724137931034483,423.9422068965518,100,primary,Magadi Road,303.1,,,2.0,847.8844137931036,89
9331,287,13.0000609628223,77.54961542407666,426.80000000000007,1.4871080139372823,Rajajinagar,BTP027 - Modi Bridge Junction,148,60,WRONG PARKING,0.4054054054054054,333.91108108108114,147,trunk,ORR West,250.6,,,2.5,834.7777027027029,90
7373,541,12.98118443456562,77.60949215988909,684.32,1.264916820702403,Shivajinagar,BTP051 - Safina Plaza Junction,147,104,NO PARKING,0.7074829931972789,556.4542448979593,53,secondary,Nrupathunga Road,494.3,,,1.5,834.6813673469389,91
8955,373,12.996183006702411,77.66831576142091,524.675,1.4066353887399463,Banaswadi,No Junction,148,86,WRONG PARKING,0.581081081081081,416.77121621621615,103,primary,Old Madras Road,461.2,,,2.0,833.5424324324323,92
7592,711,12.982917755977498,77.61068819395219,606.575,0.8531293952180029,Shivajinagar,No Junction,150,103,NO PARKING,0.6866666666666666,551.9949999999999,54,secondary,Nrupathunga Road,623.7,,,1.5,827.9924999999998,93
5225,381,12.96503399527559,77.71828821049868,517.25,1.3576115485564304,HAL Old Airport,No Junction,112,57,WRONG PARKING,0.5089285714285714,413.2339285714285,104,primary,Whitefield Road,551.2,,,2.0,826.467857142857,94
6314,276,12.974105113405798,77.57843633623187,553.84,2.006666666666667,Upparpet,BTP044 - Sagar Theatre Junction,148,85,WRONG PARKING,0.5743243243243243,409.9188648648649,107,primary,Vijayanagar Main Road,11.2,,,2.0,819.8377297297297,95
5130,191,12.964626068219896,77.57382104921466,593.0400000000001,3.104921465968587,City Market,"BTP083 - AS Char Street, Mysore Road",145,43,WRONG PARKING,0.296551724137931,408.02227586206897,109,primary,Vijayanagar Main Road,719.4,,,2.0,816.0445517241379,96
6288,369,12.974372778319784,77.54585737208672,519.8800000000001,1.408888888888889,Vijayanagara,BTP020 - Hosahalli Metro Station,128,26,WRONG PARKING,0.203125,407.22487500000005,110,primary,Magadi Road,351.2,,,2.0,814.4497500000001,97
2749,429,12.934298225198136,77.69061560284382,471.925,1.100058275058275,HAL Old Airport,No Junction,142,55,WRONG PARKING,0.3873239436619718,396.2148591549296,111,primary,Sarjapur Road N,3.4,,,2.0,792.4297183098593,98
9036,236,12.997552330677966,77.54931567779661,415.84,1.762033898305085,Vijayanagara,BTP027 - Modi Bridge Junction,150,70,WRONG PARKING,0.4666666666666667,315.504,157,trunk,ORR West,49.8,,,2.5,788.76,99
5002,332,12.963492214216869,77.57733374174698,721.92,2.174457831325301,City Market,BTP082 - KR Market Junction,140,80,WRONG PARKING,0.5714285714285714,524.7234285714286,62,secondary,MC Modi Road,429.1,,,1.5,787.085142857143,100
7526,518,12.982287361776065,77.61051555559845,635.34,1.226525096525097,Shivajinagar,No Junction,148,92,WRONG PARKING,0.6216216216216216,520.0283243243243,63,secondary,Nrupathunga Road,597.5,,,1.5,780.0424864864865,101
9756,284,13.005577924295777,77.68560469894366,388.9,1.3693661971830986,K.R. Pura,No Junction,137,60,WRONG PARKING,0.437956204379562,310.9093430656934,160,trunk,ORR North2,653.8,,,2.5,777.2733576642336,102
10143,354,13.010957097740112,77.55455599265537,354.475,1.0013418079096046,Malleshwaram,No Junction,150,90,NO PARKING,0.6,310.185,161,trunk,Tumkur Road,292.3,,,2.5,775.4625,103
6482,264,12.975268741666667,77.57479511136364,523.9200000000001,1.9845454545454548,Upparpet,BTP045 - Danvanthri Road Junction,146,68,WRONG PARKING,0.4657534246575342,387.338301369863,113,primary,Vijayanagar Main Road,283.6,,,2.0,774.676602739726,104
5137,455,12.964481809824177,77.57769361041757,651.64,1.4321758241758242,City Market,BTP082 - KR Market Junction,149,98,WRONG PARKING,0.6577181208053692,514.5997718120805,65,secondary,MC Modi Road,442.2,,,1.5,771.8996577181207,105
6921,213,12.978486591549297,77.57864811737089,538.12,2.5263849765258217,Upparpet,BTP058 - Subbanna Junction,147,58,NO PARKING,0.3945578231292517,382.0403673469388,115,primary,Vijayanagar Main Road,413.7,,,2.0,764.0807346938776,106
6579,264,12.975863771212122,77.57582664280304,511.2000000000001,1.9363636363636365,Upparpet,BTP040 - Elite Junction,145,78,WRONG PARKING,0.5379310344827586,380.7889655172414,116,primary,Vijayanagar Main Road,291.4,,,2.0,761.5779310344828,107
6997,252,12.97914258015873,77.5778365373016,516.84,2.050952380952381,Upparpet,BTP058 - Subbanna Junction,149,65,NO PARKING,0.436241610738255,379.6476241610738,117,primary,Vijayanagar Main Road,516.0,,,2.0,759.2952483221476,108
5950,360,12.97147217138889,77.59772813194445,467.04,1.2973333333333334,Cubbon Park,BTP063 - Siddalingaiah Circle,149,84,NO PARKING,0.5637583892617449,378.6803758389262,118,primary,Vittal Mallya Road,58.6,,,2.0,757.3607516778524,109
9394,242,13.000534087190085,77.5503269677686,392.96,1.623801652892562,Malleshwaram,"BTP182 - 19th Main Junction, Rajajinagar",144,56,WRONG PARKING,0.3888888888888889,302.1093333333333,167,trunk,ORR West,245.3,,,2.5,755.2733333333333,110
7768,411,12.984268976399028,77.60323278613139,650.76,1.5833576642335767,Shivajinagar,BTP211 - Central Street Junction,148,78,WRONG PARKING,0.527027027027027,501.1114054054054,69,secondary,Nrupathunga Road,251.9,,,1.5,751.6671081081081,111
9944,304,13.008208235526316,77.54851768256579,362.56000000000006,1.1926315789473687,Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,148,57,WRONG PARKING,0.3851351351351351,299.3130270270271,172,trunk,Tumkur Road,425.6,,,2.5,748.2825675675678,112
8732,436,12.994112788761468,77.5891639869266,431.2200000000001,0.9890366972477066,High ground,BTP032 - Windsor Circle,137,30,NO PARKING,0.218978102189781,371.0166715328468,121,primary,Raj Bhavan Road,90.4,,,2.0,742.0333430656935,113
9160,228,12.998300168421052,77.55332752236842,389.56000000000006,1.7085964912280704,Malleshwaram,BTP008 - Navarang Theatre,150,59,WRONG PARKING,0.3933333333333333,296.636,176,trunk,ORR West,149.1,,,2.5,741.59,114
