cluster_id,violation_count,avg_lat,avg_lon,total_impact,avg_impact,top_police_station,top_junction,date_span_days,unique_days,dominant_violation,recurrence_rate,hotspot_impact_score,rank,auto_explanation
6582,896,12.975966145089286,77.57733844397322,1007.4000000000002,1.1243303571428571,Upparpet,BTP040 - Elite Junction,147,90,WRONG PARKING,0.6122448979591837,837.6236734693878,26,"A chronic, near-daily problem, mostly involving scooter vehicles, concentrated during late night/early morning hours, near BTP040 - Elite Junction. Dominant violation type: WRONG PARKING. 896 recorded violations."
6782,494,12.977447172469637,77.57725321639677,1072.24,2.170526315789474,Upparpet,BTP040 - Elite Junction,148,108,WRONG PARKING,0.7297297297297297,777.7899459459459,27,"A chronic, near-daily problem, mostly involving car vehicles, concentrated during evening peak hours, near BTP040 - Elite Junction. Dominant violation type: WRONG PARKING. 494 recorded violations."
6998,451,12.979081904878049,77.57834547117517,1046.24,2.3198226164079823,Upparpet,BTP058 - Subbanna Junction,150,88,NO PARKING,0.5866666666666667,749.294,28,"An occasional/intermittent issue, mostly involving car vehicles, concentrated during evening peak hours, near BTP058 - Subbanna Junction. Dominant violation type: NO PARKING. 451 recorded violations."
6717,509,12.977004129273086,77.57720999273086,998.88,1.9624361493123772,Upparpet,BTP040 - Elite Junction,150,117,WRONG PARKING,0.78,738.2780000000001,29,"A chronic, near-daily problem, mostly involving car vehicles, concentrated during late night/early morning hours, near BTP040 - Elite Junction. Dominant violation type: WRONG PARKING. 509 recorded violations."
6287,739,12.974387928416778,77.54537864952638,910.4,1.231935047361299,Vijayanagara,BTP020 - Hosahalli Metro Station,145,61,NO PARKING,0.4206896551724138,737.3003448275862,30,"An occasional/intermittent issue, mostly involving scooter vehicles, concentrated during late night/early morning hours, near BTP020 - Hosahalli Metro Station. Dominant violation type: NO PARKING. 739 recorded violations."
5203,661,12.965001299848712,77.58406668577912,911.44,1.378880484114977,Halasuru Gate,"BTP080 - NR Road, SP Road Junction",149,86,NO PARKING,0.5771812080536913,720.7717181208054,31,"An occasional/intermittent issue, mostly involving scooter vehicles, concentrated during late night/early morning hours, near BTP080 - NR Road, SP Road Junction. Dominant violation type: NO PARKING. 661 recorded violations."
6770,570,12.97734841017544,77.5707503522807,938.08,1.6457543859649122,Chamarajpet,BTP048 - Shanthala Junction,148,77,NO PARKING,0.5202702702702703,713.152054054054,32,"An occasional/intermittent issue, mostly involving passenger auto vehicles, concentrated during late night/early morning hours, near BTP048 - Shanthala Junction. Dominant violation type: NO PARKING. 570 recorded violations."
9430,548,13.000438621770073,77.67738494529198,926.3,1.6903284671532846,Mahadevapura,No Junction,142,83,NO PARKING,0.5845070422535211,701.5476056338027,33,"An occasional/intermittent issue, mostly involving passenger auto vehicles, concentrated during late night/early morning hours, on an open road stretch (no nearby named junction). Dominant violation type: NO PARKING. 548 recorded violations."
7450,516,12.98174181124031,77.61032850600776,923.44,1.7896124031007754,Shivajinagar,BTP051 - Safina Plaza Junction,150,111,WRONG PARKING,0.74,694.164,34,"A chronic, near-daily problem, mostly involving car vehicles, concentrated during late night/early morning hours, near BTP051 - Safina Plaza Junction. Dominant violation type: WRONG PARKING. 516 recorded violations."
6484,594,12.975429144781144,77.5761896835017,892.8800000000001,1.5031649831649834,Upparpet,BTP040 - Elite Junction,150,98,WRONG PARKING,0.6533333333333333,694.028,35,"A chronic, near-daily problem, mostly involving scooter vehicles, concentrated during late night/early morning hours, near BTP040 - Elite Junction. Dominant violation type: WRONG PARKING. 594 recorded violations."
7372,497,12.98137038470825,77.60888033883299,930.04,1.871307847082495,Shivajinagar,BTP051 - Safina Plaza Junction,149,106,WRONG PARKING,0.7114093959731543,692.9451409395973,36,"A chronic, near-daily problem, mostly involving car vehicles, concentrated during late night/early morning hours, near BTP051 - Safina Plaza Junction. Dominant violation type: WRONG PARKING. 497 recorded violations."
7000,442,12.97898337239819,77.57944850794117,933.6,2.112217194570136,Upparpet,BTP058 - Subbanna Junction,149,94,NO PARKING,0.6308724832214765,680.1230872483222,37,"A chronic, near-daily problem, mostly involving car vehicles, concentrated during evening peak hours, near BTP058 - Subbanna Junction. Dominant violation type: NO PARKING. 442 recorded violations."
7447,535,12.981596978504673,77.60835962149532,880.6800000000001,1.6461308411214954,Shivajinagar,BTP051 - Safina Plaza Junction,150,112,WRONG PARKING,0.7466666666666667,673.3580000000001,38,"A chronic, near-daily problem, mostly involving passenger auto vehicles, concentrated during late night/early morning hours, near BTP051 - Safina Plaza Junction. Dominant violation type: WRONG PARKING. 535 recorded violations."
5066,457,12.964110062560176,77.57650952382933,914.52,2.0011378555798687,V.V.Puram (C.Pet),BTP082 - KR Market Junction,149,88,WRONG PARKING,0.5906040268456376,671.8210604026846,39,"An occasional/intermittent issue, mostly involving scooter vehicles, concentrated during evening peak hours, near BTP082 - KR Market Junction. Dominant violation type: WRONG PARKING. 457 recorded violations."
7166,486,12.980144505555554,77.57485733744855,878.8000000000001,1.8082304526748971,Upparpet,BTP057 - Anand Rao Junction,148,97,WRONG PARKING,0.6554054054054054,658.611081081081,40,"A chronic, near-daily problem, mostly involving passenger auto vehicles, concentrated during late night/early morning hours, near BTP057 - Anand Rao Junction. Dominant violation type: WRONG PARKING. 486 recorded violations."
6841,522,12.97792557816092,77.57539895114942,853.4800000000001,1.635019157088123,Upparpet,BTP045 - Danvanthri Road Junction,150,112,WRONG PARKING,0.7466666666666667,653.7880000000001,41,"A chronic, near-daily problem, mostly involving scooter vehicles, concentrated during late night/early morning hours, near BTP045 - Danvanthri Road Junction. Dominant violation type: WRONG PARKING. 522 recorded violations."
11184,885,13.035264946440677,77.58905758870056,661.825,0.7478248587570622,Hebbala,No Junction,149,112,NO PARKING,0.7516778523489933,629.6201677852349,42,"A chronic, near-daily problem, mostly involving scooter vehicles, concentrated during late night/early morning hours, on an open road stretch (no nearby named junction). Dominant violation type: NO PARKING. 885 recorded violations."
7519,592,12.982164752533784,77.60647030472973,780.4000000000001,1.3182432432432434,Shivajinagar,BTP051 - Safina Plaza Junction,142,47,WRONG PARKING,0.3309859154929577,621.2047887323944,43,"An occasional/intermittent issue, mostly involving scooter vehicles, concentrated during late night/early morning hours, near BTP051 - Safina Plaza Junction. Dominant violation type: WRONG PARKING. 592 recorded violations."
9218,543,12.999121998895028,77.54866802799263,768.4800000000001,1.4152486187845306,Rajajinagar,BTP027 - Modi Bridge Junction,147,59,WRONG PARKING,0.4013605442176871,602.8584081632654,44,"An occasional/intermittent issue, mostly involving scooter vehicles, concentrated during late night/early morning hours, near BTP027 - Modi Bridge Junction. Dominant violation type: WRONG PARKING. 543 recorded violations."
6913,401,12.978435608229423,77.57362196359102,820.0000000000001,2.0448877805486285,Upparpet,BTP057 - Anand Rao Junction,147,93,WRONG PARKING,0.6326530612244898,601.7397959183673,45,"A chronic, near-daily problem, mostly involving car vehicles, concentrated during late night/early morning hours, near BTP057 - Anand Rao Junction. Dominant violation type: WRONG PARKING. 401 recorded violations."
9947,407,13.00817040958231,77.55477190147421,805.2800000000001,1.9785749385749387,Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road",149,82,WRONG PARKING,0.5503355704697986,593.173033557047,46,"An occasional/intermittent issue, mostly involving car vehicles, concentrated during late night/early morning hours, near BTP001 - 10th Cross, Dr. Rajkumar Road. Dominant violation type: WRONG PARKING. 407 recorded violations."
5177,493,12.964952884624749,77.53864557835699,756.4800000000001,1.5344421906693717,Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",150,70,WRONG PARKING,0.4666666666666667,584.1380000000001,47,"An occasional/intermittent issue, mostly involving scooter vehicles, concentrated during morning hours, near BTP016 - 5th Main Road, RPC Layout. Dominant violation type: WRONG PARKING. 493 recorded violations."
12600,439,13.184293204100229,77.67979575626423,756.0,1.7220956719817768,Chikkajala,No Junction,142,96,NO PARKING,0.676056338028169,573.4908450704224,48,"A chronic, near-daily problem, mostly involving maxi-cab vehicles, concentrated during evening peak hours, on an open road stretch (no nearby named junction). Dominant violation type: NO PARKING. 439 recorded violations."
9978,545,13.008176867155964,77.69578182954127,703.5749999999999,1.2909633027522935,K.R. Pura,No Junction,149,107,WRONG PARKING,0.7181208053691275,569.1668120805369,49,"A chronic, near-daily problem, mostly involving passenger auto vehicles, concentrated during evening peak hours, on an open road stretch (no nearby named junction). Dominant violation type: WRONG PARKING. 545 recorded violations."
12124,725,13.070626326482758,77.58769387544827,629.7,0.8685517241379311,Kodigehalli,No Junction,149,92,WRONG PARKING,0.6174496644295302,568.3317449664429,50,"A chronic, near-daily problem, mostly involving scooter vehicles, concentrated during morning hours, on an open road stretch (no nearby named junction). Dominant violation type: WRONG PARKING. 725 recorded violations."
6839,391,12.977894423017904,77.5740123140665,759.6800000000001,1.942915601023018,Upparpet,BTP045 - Danvanthri Road Junction,144,90,WRONG PARKING,0.625,562.933,51,"A chronic, near-daily problem, mostly involving car vehicles, concentrated during late night/early morning hours, near BTP045 - Danvanthri Road Junction. Dominant violation type: WRONG PARKING. 391 recorded violations."
12581,401,13.183849181296758,77.67954335411471,746.9250000000001,1.8626558603491277,Chikkajala,No Junction,147,93,NO PARKING,0.6326530612244898,557.8947959183673,52,"A chronic, near-daily problem, mostly involving car vehicles, concentrated during morning hours, on an open road stretch (no nearby named junction). Dominant violation type: NO PARKING. 401 recorded violations."
7373,541,12.98118443456562,77.60949215988909,684.32,1.264916820702403,Shivajinagar,BTP051 - Safina Plaza Junction,147,104,NO PARKING,0.7074829931972789,556.4542448979593,53,"A chronic, near-daily problem, mostly involving scooter vehicles, concentrated during late night/early morning hours, near BTP051 - Safina Plaza Junction. Dominant violation type: NO PARKING. 541 recorded violations."
7592,711,12.982917755977498,77.61068819395219,606.575,0.8531293952180029,Shivajinagar,No Junction,150,103,NO PARKING,0.6866666666666666,551.9949999999999,54,"A chronic, near-daily problem, mostly involving scooter vehicles, concentrated during late night/early morning hours, on an open road stretch (no nearby named junction). Dominant violation type: NO PARKING. 711 recorded violations."
12140,744,13.0713366077957,77.5882705155914,596.0500000000001,0.8011424731182797,Kodigehalli,No Junction,150,78,WRONG PARKING,0.52,551.4300000000001,55,"An occasional/intermittent issue, mostly involving scooter vehicles, concentrated during late night/early morning hours, on an open road stretch (no nearby named junction). Dominant violation type: WRONG PARKING. 744 recorded violations."
6718,379,12.97681979788918,77.57756469709761,736.6800000000001,1.9437467018469656,Upparpet,BTP040 - Elite Junction,149,101,WRONG PARKING,0.6778523489932886,546.9257852348994,56,"A chronic, near-daily problem, mostly involving car vehicles, concentrated during late night/early morning hours, near BTP040 - Elite Junction. Dominant violation type: WRONG PARKING. 379 recorded violations."
8956,402,12.996379239626863,77.66890346599502,709.275,1.764365671641791,Mahadevapura,No Junction,148,82,WRONG PARKING,0.5540540540540541,534.3758108108109,57,"An occasional/intermittent issue, mostly involving passenger auto vehicles, concentrated during late night/early morning hours, on an open road stretch (no nearby named junction). Dominant violation type: WRONG PARKING. 402 recorded violations."
9279,472,12.99953810654661,77.54973741919491,679.2,1.4389830508474577,Rajajinagar,BTP027 - Modi Bridge Junction,148,87,NO PARKING,0.5878378378378378,534.3375675675676,58,"An occasional/intermittent issue, mostly involving scooter vehicles, concentrated during late night/early morning hours, near BTP027 - Modi Bridge Junction. Dominant violation type: NO PARKING. 472 recorded violations."
6580,445,12.975823009662925,77.57623927483147,683.6800000000001,1.536359550561798,Upparpet,BTP040 - Elite Junction,150,89,WRONG PARKING,0.5933333333333334,530.3580000000001,59,"An occasional/intermittent issue, mostly involving scooter vehicles, concentrated during late night/early morning hours, near BTP040 - Elite Junction. Dominant violation type: WRONG PARKING. 445 recorded violations."
9899,553,13.007647806509944,77.57115009421338,637.75,1.153254972875226,Malleshwaram,No Junction,149,92,WRONG PARKING,0.6174496644295302,530.1617449664429,60,"A chronic, near-daily problem, mostly involving car vehicles, concentrated during late night/early morning hours, on an open road stretch (no nearby named junction). Dominant violation type: WRONG PARKING. 553 recorded violations."
12599,427,13.184397162295085,77.6797048503513,683.9,1.601639344262295,Chikkajala,No Junction,140,97,NO PARKING,0.6928571428571428,527.482857142857,61,"A chronic, near-daily problem, mostly involving car vehicles, concentrated during late night/early morning hours, on an open road stretch (no nearby named junction). Dominant violation type: NO PARKING. 427 recorded violations."
5002,332,12.963492214216869,77.57733374174698,721.92,2.174457831325301,City Market,BTP082 - KR Market Junction,140,80,WRONG PARKING,0.5714285714285714,524.7234285714286,62,"An occasional/intermittent issue, mostly involving passenger auto vehicles, concentrated during evening peak hours, near BTP082 - KR Market Junction. Dominant violation type: WRONG PARKING. 332 recorded violations."
7526,518,12.982287361776065,77.61051555559845,635.34,1.226525096525097,Shivajinagar,No Junction,148,92,WRONG PARKING,0.6216216216216216,520.0283243243243,63,"A chronic, near-daily problem, mostly involving passenger auto vehicles, concentrated during late night/early morning hours, on an open road stretch (no nearby named junction). Dominant violation type: WRONG PARKING. 518 recorded violations."
6232,345,12.97375283478261,77.57831994782609,700.32,2.029913043478261,Upparpet,BTP044 - Sagar Theatre Junction,146,92,WRONG PARKING,0.6301369863013698,515.8940547945206,64,"A chronic, near-daily problem, mostly involving car vehicles, concentrated during late night/early morning hours, near BTP044 - Sagar Theatre Junction. Dominant violation type: WRONG PARKING. 345 recorded violations."
5137,455,12.964481809824177,77.57769361041757,651.64,1.4321758241758242,City Market,BTP082 - KR Market Junction,149,98,WRONG PARKING,0.6577181208053692,514.5997718120805,65,"A chronic, near-daily problem, mostly involving scooter vehicles, concentrated during late night/early morning hours, near BTP082 - KR Market Junction. Dominant violation type: WRONG PARKING. 455 recorded violations."
6720,386,12.976783400777204,77.5786476031088,682.0000000000001,1.7668393782383425,Upparpet,BTP044 - Sagar Theatre Junction,149,88,NO PARKING,0.5906040268456376,514.5590604026846,66,"An occasional/intermittent issue, mostly involving car vehicles, concentrated during late night/early morning hours, near BTP044 - Sagar Theatre Junction. Dominant violation type: NO PARKING. 386 recorded violations."
6845,304,12.97794934901316,77.5774025430921,712.8000000000001,2.3447368421052635,Upparpet,BTP058 - Subbanna Junction,145,91,WRONG PARKING,0.6275862068965518,513.0937931034483,67,"A chronic, near-daily problem, mostly involving car vehicles, concentrated during evening peak hours, near BTP058 - Subbanna Junction. Dominant violation type: WRONG PARKING. 304 recorded violations."
6787,334,12.97743224011976,77.58022539790419,697.6800000000001,2.088862275449102,Upparpet,BTP044 - Sagar Theatre Junction,148,97,WRONG PARKING,0.6554054054054054,511.9390810810811,68,"A chronic, near-daily problem, mostly involving car vehicles, concentrated during late night/early morning hours, near BTP044 - Sagar Theatre Junction. Dominant violation type: WRONG PARKING. 334 recorded violations."
7768,411,12.984268976399028,77.60323278613139,650.76,1.5833576642335767,Shivajinagar,BTP211 - Central Street Junction,148,78,WRONG PARKING,0.527027027027027,501.1114054054054,69,"An occasional/intermittent issue, mostly involving passenger auto vehicles, concentrated during late night/early morning hours, near BTP211 - Central Street Junction. Dominant violation type: WRONG PARKING. 411 recorded violations."
5973,716,12.97169068603352,77.65808247653632,522.0,0.729050279329609,Jeevanbheemanagar,No Junction,145,86,NO PARKING,0.593103448275862,501.0965517241379,70,"An occasional/intermittent issue, mostly involving scooter vehicles, concentrated during late night/early morning hours, on an open road stretch (no nearby named junction). Dominant violation type: NO PARKING. 716 recorded violations."
12582,351,13.183969803988605,77.67974606666667,665.25,1.8952991452991448,Chikkajala,No Junction,148,98,NO PARKING,0.6621621621621622,496.8324324324324,71,"A chronic, near-daily problem, mostly involving car vehicles, concentrated during evening peak hours, on an open road stretch (no nearby named junction). Dominant violation type: NO PARKING. 351 recorded violations."
6992,314,12.979057406050956,77.57504724363058,681.2,2.169426751592357,Upparpet,BTP057 - Anand Rao Junction,148,91,WRONG PARKING,0.6148648648648649,496.442972972973,72,"A chronic, near-daily problem, mostly involving car vehicles, concentrated during late night/early morning hours, near BTP057 - Anand Rao Junction. Dominant violation type: WRONG PARKING. 314 recorded violations."
9037,375,12.997565133333332,77.54976644986667,652.2800000000001,1.7394133333333337,Vijayanagara,BTP027 - Modi Bridge Junction,145,85,WRONG PARKING,0.5862068965517241,493.9111034482759,73,"An occasional/intermittent issue, mostly involving scooter vehicles, concentrated during late night/early morning hours, near BTP027 - Modi Bridge Junction. Dominant violation type: WRONG PARKING. 375 recorded violations."
9278,446,12.999531486322873,77.54952352869955,621.2800000000001,1.393004484304933,Rajajinagar,BTP027 - Modi Bridge Junction,149,82,WRONG PARKING,0.5503355704697986,492.52303355704703,74,"An occasional/intermittent issue, mostly involving scooter vehicles, concentrated during late night/early morning hours, near BTP027 - Modi Bridge Junction. Dominant violation type: WRONG PARKING. 446 recorded violations."
7446,411,12.981661883698298,77.60804597201947,631.48,1.5364476885644769,Shivajinagar,BTP051 - Safina Plaza Junction,147,100,WRONG PARKING,0.6802721088435374,491.84208163265305,75,"A chronic, near-daily problem, mostly involving passenger auto vehicles, concentrated during late night/early morning hours, near BTP051 - Safina Plaza Junction. Dominant violation type: WRONG PARKING. 411 recorded violations."
6286,489,12.974264512269938,77.54480609488753,599.1600000000001,1.225276073619632,Vijayanagara,BTP020 - Hosahalli Metro Station,144,62,NO PARKING,0.4305555555555556,488.20433333333335,76,"An occasional/intermittent issue, mostly involving scooter vehicles, concentrated during late night/early morning hours, near BTP020 - Hosahalli Metro Station. Dominant violation type: NO PARKING. 489 recorded violations."
8467,486,12.991495566460904,77.58850019115226,593.2800000000001,1.220740740740741,High ground,BTP032 - Windsor Circle,134,51,WRONG PARKING,0.3805970149253731,483.1769552238806,77,"An occasional/intermittent issue, mostly involving scooter vehicles, concentrated during late night/early morning hours, near BTP032 - Windsor Circle. Dominant violation type: WRONG PARKING. 486 recorded violations."
6233,338,12.973726537278107,77.57885194408284,648.7600000000001,1.919408284023669,Upparpet,BTP044 - Sagar Theatre Junction,148,75,WRONG PARKING,0.5067567567567568,481.3573513513514,78,"An occasional/intermittent issue, mostly involving car vehicles, concentrated during late night/early morning hours, near BTP044 - Sagar Theatre Junction. Dominant violation type: WRONG PARKING. 338 recorded violations."
7370,482,12.981063517427383,77.60771517385892,587.3600000000001,1.2185892116182575,Shivajinagar,BTP051 - Safina Plaza Junction,149,77,NO PARKING,0.5167785234899329,480.6676778523491,79,"An occasional/intermittent issue, mostly involving scooter vehicles, concentrated during late night/early morning hours, near BTP051 - Safina Plaza Junction. Dominant violation type: NO PARKING. 482 recorded violations."
6659,457,12.97629473501094,77.57843513129103,594.32,1.3004814004376368,Upparpet,BTP044 - Sagar Theatre Junction,149,64,NO PARKING,0.4295302013422818,477.2849530201343,80,"An occasional/intermittent issue, mostly involving scooter vehicles, concentrated during late night/early morning hours, near BTP044 - Sagar Theatre Junction. Dominant violation type: NO PARKING. 457 recorded violations."
10207,494,13.012076174493927,77.5526698417004,571.5,1.1568825910931173,Malleshwaram,No Junction,149,108,NO PARKING,0.7248322147651006,477.2724832214765,81,"A chronic, near-daily problem, mostly involving car vehicles, concentrated during late night/early morning hours, on an open road stretch (no nearby named junction). Dominant violation type: NO PARKING. 494 recorded violations."
